Model,RMSE (CV),R2 Score (CV),Vrijeme (s)
CART Regressor,10.963040708521484,-0.0666635884705185,55.35309886932373
Random Forest Regressor (CPU),7.988818970071743,0.4335595045543563,482.5868408679962
XGBoost Regressor (CPU),7.762830924987793,0.46520439982414247,3.0074210166931152
XGBoost Regressor (GPU),7.762830924987793,0.46520439982414247,6.039609670639038
