Model,ROC AUC (CV),F1-Score (CV),Vrijeme (s)
CART (Entropy),0.611006355001082,0.8381315393142357,7.198496341705322
CART (Gini),0.611119797807931,0.8386094366433955,8.179479837417603
Random Forest (CPU),0.7825526683333119,0.8697382532352383,54.21501851081848
XGBoost (CPU),0.7794329457794047,0.8440647160467373,11.860144853591919
XGBoost (GPU),0.7818904922379797,0.8449120718901625,7.281503677368164
